PartNumber: 798   x_left_coord: 9, x_right_coord: 12, y_coord: 0
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 191   x_left_coord: 73, x_right_coord: 76, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 162   x_left_coord: 77, x_right_coord: 80, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 688   x_left_coord: 81, x_right_coord: 84, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 29   x_left_coord: 94, x_right_coord: 96, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 688   x_left_coord: 114, x_right_coord: 117, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 437   x_left_coord: 127, x_right_coord: 130, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=29, y_coord=94, symbol='&')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=65, y_coord=94, symbol='@')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=115, y_coord=94, symbol='@')
PartNumber: 329   x_left_coord: 32, x_right_coord: 35, y_coord: 93 Symbol(x_coord=123, y_coord=94, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=29, y_coord=94, symbol='&')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=65, y_coord=94, symbol='@')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=115, y_coord=94, symbol='@')
PartNumber: 87   x_left_coord: 36, x_right_coord: 38, y_coord: 93 Symbol(x_coord=123, y_coord=94, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=29, y_coord=94, symbol='&')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=65, y_coord=94, symbol='@')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=115, y_coord=94, symbol='@')
PartNumber: 138   x_left_coord: 52, x_right_coord: 55, y_coord: 93 Symbol(x_coord=123, y_coord=94, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=29, y_coord=94, symbol='&')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=65, y_coord=94, symbol='@')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=115, y_coord=94, symbol='@')
PartNumber: 949   x_left_coord: 57, x_right_coord: 60, y_coord: 93 Symbol(x_coord=123, y_coord=94, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=29, y_coord=94, symbol='&')
PartNumber: 186   x_left_coord: 62, x_right_coord: 65, y_coord: 93 Symbol(x_coord=65, y_coord=94, symbol='@')
